sample_id,question,expected_answer,predicted_answer,raw_response,is_correct,score,status
175,Lao phổi được phân loại là bệnh hô hấp không lây nhiễm.,Sai,Đúng,Đúng,False,0.0,❌
176,"Để tránh chấn thương khớp gối khi nhảy, nên tiếp đất bằng đầu gối cong.",Đúng,Đúng,Đúng,True,1.0,✅
177,Các hạt thấp dưới da là dấu hiệu thường gặp ở bệnh nhân viêm khớp dạng thấp tại Việt Nam.,Sai,Đúng,Đúng,False,0.0,❌
178,Bệnh võng mạc do ĐTĐ là một biến chứng mạch máu nhỏ (microvascular) của bệnh đái tháo đường.,Đúng,Sai,Sai,False,0.0,❌
179,Rung nhĩ và suy tim là các biến chứng thường gặp của đột quỵ tim.,Đúng,Đúng,Đúng,True,1.0,✅
180,"Đau ngực kèm khó thở hoặc đau quai hàm, cánh tay là triệu chứng của trào ngược dạ dày, không phải là triệu chứng của cơn đau tim.",Sai,Sai,Sai,True,1.0,✅
181,Rối loạn hoang tưởng cảm ứng (F24) là một loại rối loạn loạn thần cấp và thoáng qua.,Sai,Sai,Sai,True,1.0,✅
182,Dị tật nứt đốt sống là do sự phát triển bất thường của tim thai.,Sai,Sai,Sai,True,1.0,✅
183,"Nếu một bệnh nhân có nhiều khối u ác tính nguyên phát độc lập, mã bệnh chính luôn được mã hóa cho khối u có tỷ lệ tử vong cao nhất.",Sai,Sai,Sai,True,1.0,✅
184,"Cường giáp có thể gây ra chứng sợ nóng và tăng tiết mồ hôi, dễ nhầm lẫn với dấu bốc hỏa của phụ nữ mãn kinh.",Đúng,Đúng,Đúng,True,1.0,✅
185,Nghe kém chỉ là vấn đề ở tai và không liên quan đến việc xử lý thông tin tại não bộ.,Sai,Sai,Sai,True,1.0,✅
186,Biếng ăn ở trẻ em được chẩn đoán khi năng lượng ăn vào đạt được từ 70-90% nhu cầu theo khuyến nghị.,Sai,Sai,Sai,True,1.0,✅
187,"Dấu hiệu mệt mỏi, khó tập trung, rối loạn giấc ngủ chỉ là triệu chứng của rối loạn tâm thần, không liên quan đến bệnh lý tuyến giáp.",Sai,Sai,Sai,True,1.0,✅
188,"Khát nhiều, tiểu nhiều (trên 3 lít/ngày) và sụt cân không rõ nguyên nhân là các dấu hiệu phổ biến của bệnh đái tháo đường.",Đúng,Đúng,Đúng,True,1.0,✅
189,"Bệnh thần kinh ngoại biên chỉ gây rối loạn cảm giác và vận động, không ảnh hưởng đến thần kinh tự động.",Sai,Sai,Sai,True,1.0,✅
190,"Xơ vữa động mạch chỉ xảy ra do sự tích tụ cholesterol, không liên quan đến tình trạng viêm.",Sai,Sai,Sai,True,1.0,✅
191,Tai là cơ quan quyết định khả năng nghe và xử lý thông tin nghe được của trẻ.,Sai,Đúng,Đúng,False,0.0,❌
192,NTTNDT ở phụ nữ từ 20 đến 50 tuổi phổ biến hơn ở nam giới.,Đúng,Đúng,Đúng,True,1.0,✅
193,"Bệnh lao phổi thường gặp nhất, chiếm hơn 80% các bộ phận cơ thể bị lao và là nguồn lây chính cho người xung quanh.",Đúng,Đúng,Đúng,True,1.0,✅
194,Rối loạn khí sắc nhẹ kéo dài (Dysthymia) là một loại rối loạn khí sắc dai dẳng (Persistent mood disorder).,Đúng,Đúng,Đúng,True,1.0,✅
195,Bệnh dịch hạch thể phổi tiên phát có triệu chứng nổi bật là tiêu chảy và đau bụng.,Sai,Sai,Sai,True,1.0,✅
196,Ngộ độc thủy ngân có thể gây khó nghe và khó nói do tổn thương dây thần kinh.,Đúng,Đúng,Đúng,True,1.0,✅
197,"Ở trẻ em biếng ăn, nên cho trẻ ăn vặt và uống đồ ngọt giữa các bữa ăn để bổ sung năng lượng.",Sai,Sai,Sai,True,1.0,✅
198,"Trong viêm xương chũm cấp tính, triệu chứng đau thường khu trú tại vùng thái dương và không lan ra vùng chũm.",Sai,Đúng,Đúng,False,0.0,❌
199,"Nhiễm trùng đường tiết niệu chỉ liên quan đến đường tiểu, không có nguy cơ gây ra vãng khuẩn huyết mắc phải tại bệnh viện.",Sai,Sai,Sai,True,1.0,✅
200,Các tổn thương thiếu máu cục bộ (ischemic injury) có chung con đường phân tử với cơ chế bệnh sinh của bệnh Alzheimer.,Đúng,Đúng,Đúng,True,1.0,✅
201,Cần đánh giá thính lực sau 12 tháng hồi phục sau viêm màng não mủ.,Sai,Sai,Sai,True,1.0,✅
202,Viêm loét dạ dày chỉ xảy ra ở người trẻ tuổi.,Sai,Sai,Sai,True,1.0,✅
203,Liệu pháp sốc điện (ECT) là một lựa chọn điều trị hiệu quả cho trầm cảm nặng có tự sát hoặc trầm cảm có hoang tưởng.,Đúng,Đúng,Đúng,True,1.0,✅
204,Xơ vữa động mạch là cơ chế bệnh sinh cơ bản dẫn đến phần lớn các bệnh tim mạch.,Đúng,Đúng,Đúng,True,1.0,✅
205,Thoái hóa cột sống là quá trình bắt đầu từ độ tuổi 30 và tăng tốc độ theo tuổi bệnh nhân.,Đúng,Đúng,Đúng,True,1.0,✅
206,"Tổn thương dây thần kinh ngoại biên gây mất cảm giác ở tay chân, làm người bệnh không cảm nhận được nóng lạnh hoặc vật sắc nhọn.",Đúng,Đúng,Đúng,True,1.0,✅
207,"Trong bệnh bụi phổi amiăng, chỉ cần dựa vào dấu hiệu lâm sàng là đủ để xác định bệnh.",Sai,Sai,Sai,True,1.0,✅
208,Bệnh lý do nấm Cryptococcus neoformans thường gây nhiễm trùng hệ thần kinh hoặc phổi vì nấm này thích nghi tốt với nhiệt độ bên trong cơ thể người.,Đúng,Đúng,Đúng,True,1.0,✅
209,"Chủng vi khuẩn gây bệnh chốc thường là tụ cầu vàng (50-70%), hoặc phối hợp với liên cầu tan huyết nhóm A.",Đúng,Đúng,Đúng,True,1.0,✅
210,Suy giảm miễn dịch nguyên phát liên quan mật thiết đến các yếu tố di truyền.,Đúng,Đúng,Đúng,True,1.0,✅
211,"Trong bạch hầu ác tính, triệu chứng sốt cao và giả mạc lan rộng thường đi kèm với hình ảnh cổ bạnh do hạch cổ sưng to.",Đúng,Đúng,Đúng,True,1.0,✅
212,Mẫu nước tiểu được để ở nhiệt độ phòng > 2 giờ có thể mang lại kết quả đếm khuẩn lạc cao giả tạo do sự nhân lên của vi khuẩn.,Sai,Đúng,Đúng,False,0.0,❌
213,Dịch tử cung và đường sinh dục chảy ra ngoài trong những ngày đầu tiên của thời kỳ hậu sản không được gọi là sản dịch.,Sai,Đúng,Đúng,False,0.0,❌
214,"Trong chẩn đoán loét bàn chân đái tháo đường, độ 4 được định nghĩa là hoại tử lan rộng và sâu.",Sai,Đúng,Đúng,False,0.0,❌
215,"Đau tức ngực trong ung thư phổi giai đoạn tiến triển có thể lan ra vai hoặc sau lưng, dễ nhầm lẫn với thoái hóa cột sống.",Đúng,Đúng,Đúng,True,1.0,✅
216,"Tê bì chân tay, cảm giác châm chích thường gặp nhất ở chân, lan dần từ ngón chân đến bàn chân và lên cẳng chân.",Đúng,Đúng,Đúng,True,1.0,✅
217,Các bệnh hô hấp mạn tính không bao giờ gây ra gánh nặng kinh tế.,Sai,Sai,Sai,True,1.0,✅
218,"Triệu chứng nhiễm trùng huyết trong hậu sản bao gồm sốt cao liên tục, rét run, môi khô, lưỡi bẩn, và khó thở.",Đúng,Đúng,Đúng,True,1.0,✅
219,"Trong giai đoạn hưng cảm (Manic episode), bệnh nhân không bao giờ có thể có triệu chứng loạn thần.",Sai,Sai,Sai,True,1.0,✅
220,Ngứa mắt và chảy nước mắt là các triệu chứng ít gặp nhưng có thể xảy ra trong nhiễm trùng đường hô hấp trên.,Đúng,Sai,Sai,False,0.0,❌
221,"Trong chẩn đoán thiếu máu ở trẻ em, chỉ số hemoglobin giảm là đủ để xác định.",Sai,Sai,Sai,True,1.0,✅
222,Mọi người có thể nằm ngay sau khi ăn vì điều này không ảnh hưởng đến trào ngược dạ dày.,Sai,Sai,Sai,True,1.0,✅
223,Liệu pháp ánh sáng được biết đến nhiều nhất vì tác dụng đối với trầm cảm theo mùa nhưng dường như cũng có hiệu quả đối với trầm cảm không theo mùa.,Đúng,Sai,Sai,False,0.0,❌
224,"Nếu một bệnh nhân được chẩn đoán ung thư tuyến giáp thể tủy, không cần thiết phải thực hiện xét nghiệm di truyền vì chỉ 25% các trường hợp là do di truyền.",Sai,Sai,Sai,True,1.0,✅
225,"Để giảm ợ nóng vào ban đêm, nên nâng cao đầu giường từ 15–23 cm.",Đúng,Đúng,Đúng,True,1.0,✅
226,Các thuốc điều trị béo phì thường mang lại hiệu quả cao ngay cả khi người bệnh không thay đổi chế độ ăn và vận động.,Sai,Sai,Sai,True,1.0,✅
227,Triệu chứng viêm đường hô hấp trên ở người trưởng thành có thể tái phát khoảng 2-4 lần/năm.,Đúng,Đúng,Đúng,True,1.0,✅
228,"Ở nam giới trên 50 tuổi, tỷ lệ mắc NTTNDT tăng lên do tần suất phì đại tuyến tiền liệt tăng lên.",Đúng,Đúng,Đúng,True,1.0,✅
229,Phản ứng X quang trong chẩn đoán ung thư đại tràng thường chỉ có giá trị khi khối u đã ở giai đoạn rất muộn.,Sai,Sai,Sai,True,1.0,✅
230,"Việc tìm kiếm các triệu chứng ngoài khớp (ví dụ: tổn thương da, niêm mạc, triệu chứng đường hô hấp) là cần thiết để gợi ý các bệnh lý viêm hệ thống.",Đúng,Sai,Sai,False,0.0,❌
231,Các bệnh lý miễn dịch và huyết học mạn tính gây ra gánh nặng đáng kể về mặt thể chất và tâm lý cho người bệnh.,Đúng,Đúng,Đúng,True,1.0,✅
232,Nhồi máu cơ tim có thể gây tổn thương cơ tim vĩnh viễn và tử vong nếu lưu lượng máu không được phục hồi nhanh chóng.,Đúng,Đúng,Đúng,True,1.0,✅
233,Tăng huyết áp có thể là nguyên nhân khiến người bệnh ĐTĐ có nguy cơ mắc bệnh tim mạch cao hơn 2 – 4 lần so với người không bị ĐTĐ.,Đúng,Đúng,Đúng,True,1.0,✅
234,Rối loạn hệ miễn dịch bao gồm cả suy giảm miễn dịch và phản ứng quá mức (quá mẫn).,Đúng,Đúng,Đúng,True,1.0,✅
235,"Tình trạng bế sản dịch không phải là một trong những nguyên nhân của hậu sản sau sinh. (Used from previous output, assumed false).",Sai,Sai,Sai,True,1.0,✅
236,Trào ngược dạ dày thực quản không gây ra đau ngực dễ nhầm lẫn với đau tim.,Sai,Sai,Sai,True,1.0,✅
237,Cận thị có liên quan đến việc tăng chiều dài trục nhãn cầu.,Đúng,Sai,Sai,False,0.0,❌
238,"Mụn trứng cá đỏ (Rosacea) thường khởi phát với cảm giác nóng bừng mặt, châm chích khó chịu.",Đúng,Đúng,Đúng,True,1.0,✅
239,Rối loạn hệ miễn dịch bao gồm cả suy giảm miễn dịch nguyên phát và các rối loạn tự miễn.,Đúng,Đúng,Đúng,True,1.0,✅
240,Các rối loạn hậu thủ thuật (postprocedural disorders) của hệ thần kinh (G97.-) có thể bao gồm các rối loạn ở tai và xương chũm.,Đúng,Sai,Sai,False,0.0,❌
241,Ung thư tuyến tiền liệt lan rộng có thể gây tiểu khó và tiểu nhiều lần về đêm.,Đúng,Đúng,Đúng,True,1.0,✅
242,Hen suyễn chỉ là bệnh lý dị ứng nhẹ và không có nguy cơ tử vong cao.,Sai,Sai,Sai,True,1.0,✅
243,Ho kéo dài hơn 3 tuần mà không giảm sau khi dùng nhiều loại thuốc ho nên nghĩ đến bệnh lao phổi.,Đúng,Sai,Sai,False,0.0,❌
244,"Nếu một khối u ác tính được phát hiện, mục tiêu điều trị luôn là loại bỏ triệt để khối tế bào ung thư ra khỏi cơ thể.",Sai,Sai,Sai,True,1.0,✅
245,Hôn mê suy giáp thường được chẩn đoán dễ dàng ngay cả khi bệnh nhân thiếu nhiều triệu chứng lâm sàng điển hình.,Sai,Sai,Sai,True,1.0,✅
246,"Ở trẻ em dưới 3 tháng tuổi mắc ho gà, thời kỳ khởi phát (viêm long) thường chỉ kéo dài một vài ngày hoặc không có.",Đúng,Đúng,Đúng,True,1.0,✅
247,Nguy cơ mắc ung thư tuyến tiền liệt giảm sau 60 tuổi.,Sai,Sai,Sai,True,1.0,✅
248,"Viêm da cơ địa chỉ liên quan đến cơ chế hàng rào da bị tổn thương, không liên quan đến rối loạn đáp ứng miễn dịch.",Sai,Sai,Sai,True,1.0,✅
249,"Viêm khớp dạng thấp là bệnh tự miễn, phổ biến ở phụ nữ, thường bắt đầu ở tuổi trung niên.",Đúng,Đúng,Đúng,True,1.0,✅
250,Rối loạn tiêu hóa kéo dài có thể là biểu hiện của nhiễm ký sinh trùng mạn tính.,Đúng,Sai,Sai,False,0.0,❌
251,"Các tổn thương ghẻ ở nam giới hầu hết có thương tổn ghẻ vùng bẹn, không gặp ở các vùng khác.",Sai,Sai,Sai,True,1.0,✅
252,"Trong chẩn đoán loét bàn chân đái tháo đường, độ 3 được định nghĩa là hoại tử khu trú ở ngón hoặc gót chân.",Sai,Sai,Sai,True,1.0,✅
253,"Nghe là việc xảy ra ở não bộ, không phải ở tai, và khả năng xử lý thông tin nghe được phụ thuộc hoàn toàn vào não bộ.",Đúng,Sai,Sai,False,0.0,❌
254,Thoái hóa khớp háng ở giai đoạn đầu thường dễ chẩn đoán.,Sai,Đúng,Đúng,False,0.0,❌
255,"Rối loạn trầm cảm thường xảy ra ở giữa tuổi vị thành niên, 20 tuổi, hoặc 30 tuổi.",Đúng,Đúng,Đúng,True,1.0,✅
256,"Trong cường giáp, người bệnh thường bị sụt cân nhưng cảm giác ngon miệng không bị ảnh hưởng.",Đúng,Sai,Sai,False,0.0,❌
257,"Trong mọi trường hợp, nếu chỉ một khối u ác tính được đề cập và nằm trong danh sách di căn phổ biến, nó phải được mã hóa là thứ phát.",Sai,Sai,Sai,True,1.0,✅
258,Các yếu tố nguy cơ của viêm khớp dạng thấp bao gồm thừa cân/béo phì và tiếp xúc với amiăng hoặc silica.,Đúng,Đúng,Đúng,True,1.0,✅
259,Viêm thận bể thận không được coi là nhiễm trùng tiểu phức tạp.,Sai,Sai,Sai,True,1.0,✅
260,"Trong suy thượng thận cấp, hạ đường huyết hiếm gặp ở trẻ em nhưng thường gặp ở người lớn.",Sai,Sai,Sai,True,1.0,✅
261,Bệnh thoái hóa cơ tủy thể IV khởi phát ở trẻ nhỏ và có tiên lượng tử vong trong vòng 2 năm.,Sai,Đúng,Đúng,False,0.0,❌
262,Bệnh nhân cận thị không có nguy cơ bong võng mạc.,Sai,Sai,Sai,True,1.0,✅
263,Khối u tân sinh được mô tả là “di căn từ” một vị trí cụ thể thì vị trí đó phải được mã hóa là khối u thứ phát.,Sai,Sai,Sai,True,1.0,✅
264,"Trong cơn bão giáp, sốt là một tiêu chí chẩn đoán nhưng không liên quan đến các rối loạn chức năng thần kinh trung ương.",Sai,Sai,Sai,True,1.0,✅
265,Nhồi máu cơ tim cấp xảy ra do mạch vành bị tắc nghẽn đột ngột bởi cục huyết khối trong lòng mạch.,Đúng,Đúng,Đúng,True,1.0,✅
266,"Sốt trên 38°C, mệt mỏi và sản dịch hôi là các triệu chứng thường gặp của nhiễm khuẩn hậu sản.",Đúng,Đúng,Đúng,True,1.0,✅
267,"Trong bệnh dịch hạch thể phổi tiên phát, các triệu chứng nổi bật là nôn, buồn nôn, đau bụng và tiêu chảy.",Sai,Đúng,Đúng,False,0.0,❌
268,Viêm xương chũm cấp tính ở trẻ em có thể kèm theo co giật hoặc thóp phồng giống như viêm màng não.,Đúng,Đúng,Đúng,True,1.0,✅
269,Tổn thương chốc loét thường thấy ở những vùng da được nuôi dưỡng tốt như mặt và cổ.,Sai,Đúng,Đúng,False,0.0,❌
270,Viêm dạ dày do rượu được phân loại trong nhóm Bệnh gan do rượu (K70.-).,Sai,Đúng,Đúng,False,0.0,❌
271,"Chụp cản quang kép, sau khi thụt baryt và bơm hơi, có thể phát hiện khối u ung thư đại tràng rõ hơn so với chụp cản quang đơn thuần.",Đúng,Đúng,Đúng,True,1.0,✅
272,Trẻ em mắc suy giảm miễn dịch nguyên phát thường có thời gian nhiễm trùng lâu hơn và điều trị khó khăn hơn.,Đúng,Đúng,Đúng,True,1.0,✅
273,"Viêm màng ngoài tim, viêm van tim, và viêm cơ tim là các tổn thương tim mạch không liên quan đến viêm khớp dạng thấp. (Used from previous output, assumed true).",Sai,Sai,Sai,True,1.0,✅
274,Nhiễm trùng hậu sản là tình trạng nhiễm trùng chỉ xảy ra trong 72 giờ đầu sau sinh.,Sai,Sai,Sai,True,1.0,✅
275,"Khám toàn thân để phát hiện các triệu chứng ngoài khớp (như sốt, phát ban, sụt cân) có thể gợi ý các bệnh lý viêm hệ thống.",Đúng,Đúng,Đúng,True,1.0,✅
276,"Giảm tiểu cầu miễn dịch cấp tính được chẩn đoán khi số lượng tiểu cầu trở về bình thường (>150,000/mm3) trong vòng 3 tháng.",Đúng,Sai,Sai,False,0.0,❌
277,"Sau khi phục hồi sau viêm màng não mủ, cần tầm soát thính lực sớm để phát hiện nghe kém tiếp nhận.",Đúng,Đúng,Đúng,True,1.0,✅
278,Yếu tố dạng thấp trong huyết thanh dương tính là một tiêu chuẩn bắt buộc và đủ để xác định chẩn đoán viêm khớp dạng thấp.,Sai,Sai,Sai,True,1.0,✅
279,"Da là cơ quan lớn nhất trong cơ thể, có vai trò phòng thủ chống lại các mối đe dọa môi trường.",Đúng,Đúng,Đúng,True,1.0,✅
280,"Để điều trị NTTNDT, chỉ cần tập trung vào việc dùng thuốc, không cần thay đổi lối sống như dùng sản phẩm nam việt quất.",Sai,Sai,Sai,True,1.0,✅
281,"Bệnh lý dây thần kinh ngoại biên chỉ xảy ra do các yếu tố chuyển hóa, không liên quan đến ngộ độc kim loại nặng.",Sai,Sai,Sai,True,1.0,✅
282,Đau cơ xơ hóa được chẩn đoán dựa trên sự hiện diện của 18 vị trí ấn đau đặc hiệu.,Sai,Sai,Sai,True,1.0,✅
283,Các rối loạn nội tiết (E00-E90) không bao giờ là nguyên nhân gây ra các bệnh tim mạch.,Sai,Sai,Sai,True,1.0,✅
284,Khám mắt định kỳ hàng năm là quan trọng để phát hiện sớm tật khúc xạ và sàng lọc các bệnh lý như đục thủy tinh thể ở trẻ em.,Đúng,Đúng,Đúng,True,1.0,✅
285,Hóa trị liệu là phương pháp duy nhất để điều trị ung thư đại tràng giai đoạn IV.,Sai,Sai,Sai,True,1.0,✅
286,Bệnh thoái hóa thần kinh mạn tính được dự đoán sẽ tăng ít nhất gấp đôi trong hai thập kỷ tới do dân số đang già hóa.,Đúng,Đúng,Đúng,True,1.0,✅
287,Ung thư đại tràng chỉ được chẩn đoán thông qua nội soi.,Sai,Sai,Sai,True,1.0,✅
288,Siêu âm tuyến giáp là thăm dò hữu ích giúp phát hiện bướu giáp dạng nốt ngay cả khi sờ tuyến giáp bình thường.,Đúng,Đúng,Đúng,True,1.0,✅
289,Bệnh chàm tổ đỉa (Dyshidrotic Eczema) thường gặp ở nhóm đối tượng dưới 15 tuổi.,Sai,Sai,Sai,True,1.0,✅
290,Ung thư tuyến tiền liệt là bệnh chỉ xảy ra ở nam giới dưới 50 tuổi.,Sai,Sai,Sai,True,1.0,✅
291,"Viêm khớp dạng thấp ở giai đoạn sớm có xu hướng ảnh hưởng đến các khớp lớn trước, như khớp háng và khớp gối.",Sai,Đúng,Đúng,False,0.0,❌
292,"Bệnh uốn ván toàn thân thường khởi phát với triệu chứng mỏi quai hàm, nhai khó, nuốt khó, sau đó dẫn đến cứng hàm.",Đúng,Đúng,Đúng,True,1.0,✅
293,Mục tiêu quản lý các bệnh cơ xương khớp là giúp bệnh nhân tự quản lý bệnh tại nhà để giảm nhu cầu phẫu thuật.,Đúng,Đúng,Đúng,True,1.0,✅
294,Ung thư tuyến tiền liệt tiến triển chậm và hiếm khi có triệu chứng ở giai đoạn sớm.,Đúng,Đúng,Đúng,True,1.0,✅
295,"Trong trường hợp người bệnh được nhổ răng sâu lại bị sốc thuốc tê, mã bệnh chính là Sâu Răng.",Đúng,Sai,Sai,False,0.0,❌
296,Việc kiểm soát huyết áp và thay đổi lối sống lành mạnh là chiến lược quan trọng để phòng ngừa bệnh tim mạch.,Đúng,Đúng,Đúng,True,1.0,✅
297,Chốc loét (Ecthyma) là một dạng nhiễm trùng da sâu thường gặp ở trẻ em suy dinh dưỡng hoặc người suy giảm miễn dịch.,Đúng,Đúng,Đúng,True,1.0,✅
298,"Trong trường hợp trẻ biếng ăn, nên cho trẻ ăn vặt và uống đồ ngọt giữa các bữa ăn để bổ sung năng lượng.",Sai,Sai,Sai,True,1.0,✅
299,"Trong trường hợp bệnh lỵ trực khuẩn, người bệnh thường đi ngoài phân toàn nước như nước vo gạo, không có nhày máu.",Sai,Đúng,Đúng,False,0.0,❌
300,"Bệnh tay-chân-miệng lây truyền chủ yếu qua đường tiêu hoá, nguồn lây chính từ nước bọt, phỏng nước và phân của trẻ nhiễm bệnh.",Đúng,Đúng,Đúng,True,1.0,✅
301,"Tổn thương mắt như viêm kết mạc, viêm giác mạc chỉ xảy ra ở vảy nến toàn thân, không gặp ở vảy nến khu trú.",Sai,Sai,Sai,True,1.0,✅
302,"Viêm khớp dạng thấp chỉ xảy ra ở người lớn, hiếm khi xảy ra ở tuổi vị thành niên.",Sai,Sai,Sai,True,1.0,✅
303,"Bệnh tay-chân-miệng có thể gây ra nhiều biến chứng nguy hiểm như viêm não-màng não, viêm cơ tim và phù phổi cấp.",Đúng,Đúng,Đúng,True,1.0,✅
304,Xơ vữa động mạch thường bắt đầu bằng Mảng xơ vữa phức tạp trước khi hình thành Vệt mỡ.,Sai,Đúng,Đúng,False,0.0,❌
305,"Phụ nữ trước khi mang thai cần thực hiện khám tiền sản và điều trị ổn định các bệnh mạn tính như tiểu đường, tim mạch để phòng ngừa dị tật thai nhi.",Đúng,Đúng,Đúng,True,1.0,✅
306,"Ho ra máu là một triệu chứng quan trọng của bệnh hô hấp dưới, cần cảnh giác với lao phổi hoặc ung thư phổi.",Đúng,Đúng,Đúng,True,1.0,✅
307,"Viêm võng mạc do ĐTĐ là nguyên nhân hàng đầu gây mù lòa, nhưng không liên quan đến rối loạn vi tuần hoàn.",Sai,Sai,Sai,True,1.0,✅
308,"Trong chẩn đoán đau thắt ngực (Angina pectoris), cảm giác đau thường kéo dài hơn 1 giờ.",Sai,Đúng,Đúng,False,0.0,❌
309,Các mã M20.- và M21.- (Biến dạng mắc phải của chi) không thể được sử dụng làm mã bệnh chính vì chúng được liệt kê là các tình trạng ít gây tử vong.,Sai,Sai,Sai,True,1.0,✅
310,"Để chẩn đoán suy dinh dưỡng ở người bệnh hôn mê hoặc cụt chi, có thể tiến hành đo chiều dài đầu gối hoặc sải tay.",Đúng,Đúng,Đúng,True,1.0,✅
311,Viêm đường hô hấp trên không bao giờ gây ra triệu chứng nôn hoặc tiêu chảy.,Sai,Sai,Sai,True,1.0,✅
312,Rối loạn lo âu và trầm cảm có thể xảy ra ở bệnh nhân sau đột quỵ.,Đúng,Đúng,Đúng,True,1.0,✅
313,"Tăng huyết áp, rối loạn mỡ máu, béo phì và nghiện thuốc lá là các yếu tố làm nặng thêm biến chứng tim mạch ở bệnh nhân đái tháo đường.",Đúng,Đúng,Đúng,True,1.0,✅
314,Rối loạn hệ miễn dịch bẩm sinh sử dụng thụ thể nhận dạng khuôn mẫu (PRRs) để nhận biết các mầm bệnh.,Đúng,Sai,Sai,False,0.0,❌
315,"Trong bệnh sốt xuất huyết Dengue, các dấu hiệu cảnh báo bao gồm triệu chứng sốt đơn thuần, không bao gồm nôn ói nhiều hay đau bụng vùng gan.",Sai,Sai,Sai,True,1.0,✅
316,Các đợt trầm cảm ngắn tái phát (Recurrent brief depressive disorder) được định nghĩa là các đợt trầm cảm kéo dài trên 2 tuần.,Sai,Đúng,Đúng,False,0.0,❌
317,"Hút thuốc lá làm giảm khả năng hoạt động của cơ vòng dưới thực quản, làm trầm trọng thêm GERD.",Đúng,Đúng,Đúng,True,1.0,✅
318,Rối loạn tiêu hóa như tiêu chảy thường gặp và kéo dài ở bệnh nhân cường giáp.,Sai,Đúng,Đúng,False,0.0,❌
319,Việc viêm màng não có thể gây viêm mê nhĩ dẫn đến xơ hóa và vôi hóa ốc tai sau đó và gây nghe kém.,Đúng,Đúng,Đúng,True,1.0,✅
320,"Tình trạng lên máu hậu sản (cao huyết áp sau sinh) nếu không được điều trị có thể dẫn tới các biến chứng như suy tim, tai biến mạch máu não và suy thận.",Đúng,Đúng,Đúng,True,1.0,✅
321,"Cơn sốt rét do ký sinh trùng P. falciparum thường có tính chất chu kỳ, với chu kỳ sốt cách mỗi 48 giờ.",Sai,Đúng,Đúng,False,0.0,❌
322,Bệnh Parkinson là một trong các bệnh thần kinh mạn tính được Bộ Y tế Việt Nam phân loại theo ICD-10.,Đúng,Đúng,Đúng,True,1.0,✅
323,Cận thị có liên quan đến tăng chiều dài nhãn cầu và làm tăng nguy cơ bong võng mạc.,Đúng,Đúng,Đúng,True,1.0,✅
324,Viêm dạ dày xuất huyết cấp là bệnh lý chỉ được mã hóa bằng mã có 3 ký tự (K29).,Sai,Sai,Sai,True,1.0,✅
325,"Tiếng ù tai (Tinnitus) được phân loại là một rối loạn khác của tai, không được mã hóa trong Chương VI (Bệnh hệ thần kinh).",Đúng,Đúng,Đúng,True,1.0,✅
326,Khối u tân sinh ở phổi gây tắc nghẽn đường dẫn khí có thể dẫn đến nhiễm trùng hô hấp tái phát tại cùng một vị trí phổi.,Đúng,Đúng,Đúng,True,1.0,✅
327,"Tình trạng rối loạn giấc ngủ, khó ngủ hoặc buồn ngủ không phải là triệu chứng liên quan đến bệnh ĐTĐ.",Sai,Đúng,Đúng,False,0.0,❌
328,Viêm bàng quang và viêm thận bể thận là các loại nhiễm trùng tiểu phổ biến nhất ở phụ nữ tuổi từ 20 đến 50.,Đúng,Đúng,Đúng,True,1.0,✅
329,"Ho ra máu là triệu chứng quan trọng của bệnh hô hấp dưới, cần cảnh giác với lao phổi hoặc ung thư phổi.",Đúng,Đúng,Đúng,True,1.0,✅
330,"Tim, mạch máu (động mạch, tĩnh mạch, mao mạch) và hệ bạch huyết là ba thành phần chính của hệ tuần hoàn.",Đúng,Đúng,Đúng,True,1.0,✅
331,"Nếu một người có kết quả xét nghiệm đường huyết cao, cần phải mã hóa ngay là bệnh đái tháo đường.",Sai,Đúng,Đúng,False,0.0,❌
332,Cơn nhồi máu cơ tim cấp tính (I22) không thể xảy ra trên bệnh nhân đã bị nhồi máu cơ tim mạn tính.,Sai,Sai,Sai,True,1.0,✅
333,Bệnh nhân rối loạn đau buồn kéo dài có triệu chứng kéo dài dưới 6 tháng.,Sai,Sai,Sai,True,1.0,✅
334,"Thời gian 2 năm đầu đời được coi là ""thời điểm vàng"" để can thiệp thính lực nhằm phát triển ngôn ngữ cho trẻ.",Đúng,Sai,Sai,False,0.0,❌
335,Hội chứng ruột kích thích (IBS) là một trong những rối loạn chức năng ruột được phân loại trong Chương Bệnh hệ tiêu hóa.,Đúng,Đúng,Đúng,True,1.0,✅
336,"Thoái hóa khớp là một bệnh lý viêm hệ thống điển hình, tương tự như viêm khớp dạng thấp.",Sai,Đúng,Đúng,False,0.0,❌
337,"Các bệnh lý tự miễn chỉ xảy ra ở người lớn, không xảy ra ở trẻ em.",Sai,Sai,Sai,True,1.0,✅
338,"Rối loạn lo âu xã hội (ám ảnh xã hội) đặc trưng bởi sự lo lắng về việc bị lây bệnh, nghi ngờ điều gì đó và nhu cầu sắp xếp đồ đạc theo thứ tự.",Sai,Đúng,Đúng,False,0.0,❌
339,"Bệnh cảnh nhiễm trùng nhiễm độc nặng, sốt cao, giả mạc lan rộng, hình cổ bạnh là biểu hiện của bạch hầu thể hô hấp.",Sai,Sai,Sai,True,1.0,✅
